x,y,i,j,z,k,grid_k,ZONES,ACTNUM
639749,6866075,0,0,34.6398,0,0,0,0
639749,6866075,0,0,-19.6635,131328,0,0,0
639749,6866075,0,0,-73.9668,262656,0,0,0
639749,6866075,0,0,-128.27,393984,0,0,0
639749,6866075,0,0,-128.27,525312,0,0,0
639749,6866075,0,0,-182.573,656640,0,0,0
639773,6866075,1,0,34.6367,1,1,0,0
639773,6866075,1,0,-19.666,131329,1,0,0
639773,6866075,1,0,-73.9688,262657,1,0,0
639773,6866075,1,0,-128.272,393985,1,0,0
639773,6866075,1,0,-128.272,525313,1,0,0
639773,6866075,1,0,-182.574,656641,1,0,0
639798,6866075,2,0,34.6295,2,2,0,0
639798,6866075,2,0,-19.6721,131330,2,0,0
639798,6866075,2,0,-73.9736,262658,2,0,0
639798,6866075,2,0,-128.275,393986,2,0,0
639798,6866075,2,0,-128.275,525314,2,0,0
639798,6866075,2,0,-182.577,656642,2,0,0
639822,6866075,3,0,34.6179,3,3,0,0
639822,6866075,3,0,-19.6817,131331,3,0,0
639822,6866075,3,0,-73.9814,262659,3,0,0
639822,6866075,3,0,-128.281,393987,3,0,0
639822,6866075,3,0,-128.281,525315,3,0,0
639822,6866075,3,0,-182.581,656643,3,0,0
639847,6866075,4,0,34.6049,4,4,0,0
639847,6866075,4,0,-19.6925,131332,4,0,0
639847,6866075,4,0,-73.99,262660,4,0,0
639847,6866075,4,0,-128.288,393988,4,0,0
639847,6866075,4,0,-128.288,525316,4,0,0
639847,6866075,4,0,-182.585,656644,4,0,0
639871,6866075,5,0,34.5881,5,5,0,0
639871,6866075,5,0,-19.7066,131333,5,0,0
639871,6866075,5,0,-74.0013,262661,5,0,0
639871,6866075,5,0,-128.296,393989,5,0,0
639871,6866075,5,0,-128.296,525317,5,0,0
639871,6866075,5,0,-182.591,656645,5,0,0
639896,6866075,6,0,34.5672,6,6,0,0
639896,6866075,6,0,-19.7239,131334,6,0,0
639896,6866075,6,0,-74.0151,262662,6,0,0
639896,6866075,6,0,-128.306,393990,6,0,0
639896,6866075,6,0,-128.306,525318,6,0,0
639896,6866075,6,0,-182.598,656646,6,0,0
639920,6866075,7,0,34.544,7,7,0,0
639920,6866075,7,0,-19.7433,131335,7,0,0
639920,6866075,7,0,-74.0307,262663,7,0,0
639920,6866075,7,0,-128.318,393991,7,0,0
639920,6866075,7,0,-128.318,525319,7,0,0
639920,6866075,7,0,-182.605,656647,7,0,0
639945,6866075,8,0,34.5183,8,8,0,0
639945,6866075,8,0,-19.7648,131336,8,0,0
639945,6866075,8,0,-74.0478,262664,8,0,0
639945,6866075,8,0,-128.331,393992,8,0,0
639945,6866075,8,0,-128.331,525320,8,0,0
639945,6866075,8,0,-182.614,656648,8,0,0
639969,6866075,9,0,34.4883,9,9,0,0
639969,6866075,9,0,-19.7898,131337,9,0,0
639969,6866075,9,0,-74.0678,262665,9,0,0
639969,6866075,9,0,-128.346,393993,9,0,0
639969,6866075,9,0,-128.346,525321,9,0,0
639969,6866075,9,0,-182.624,656649,9,0,0
639994,6866075,10,0,34.4547,10,10,0,0
639994,6866075,10,0,-19.8177,131338,10,0,0
639994,6866075,10,0,-74.0902,262666,10,0,0
639994,6866075,10,0,-128.363,393994,10,0,0
639994,6866075,10,0,-128.363,525322,10,0,0
639994,6866075,10,0,-182.635,656650,10,0,0
640018,6866075,11,0,34.4188,11,11,0,0
640018,6866075,11,0,-19.8476,131339,11,0,0
640018,6866075,11,0,-74.1141,262667,11,0,0
640018,6866075,11,0,-128.381,393995,11,0,0
640018,6866075,11,0,-128.381,525323,11,0,0
640018,6866075,11,0,-182.647,656651,11,0,0
640043,6866075,12,0,34.3794,12,12,0,0
640043,6866075,12,0,-19.8806,131340,12,0,0
640043,6866075,12,0,-74.1405,262668,12,0,0
640043,6866075,12,0,-128.4,393996,12,0,0
640043,6866075,12,0,-128.4,525324,12,0,0
640043,6866075,12,0,-182.66,656652,12,0,0
640067,6866075,13,0,34.3355,13,13,0,0
640067,6866075,13,0,-19.9171,131341,13,0,0
640067,6866075,13,0,-74.1697,262669,13,0,0
640067,6866075,13,0,-128.422,393997,13,0,0
640067,6866075,13,0,-128.422,525325,13,0,0
640067,6866075,13,0,-182.675,656653,13,0,0
640092,6866075,14,0,34.2889,14,14,0,0
640092,6866075,14,0,-19.9559,131342,14,0,0
640092,6866075,14,0,-74.2007,262670,14,0,0
640092,6866075,14,0,-128.445,393998,14,0,0
640092,6866075,14,0,-128.445,525326,14,0,0
640092,6866075,14,0,-182.69,656654,14,0,0
640116,6866075,15,0,34.2406,15,15,0,0
640116,6866075,15,0,-19.9962,131343,15,0,0
640116,6866075,15,0,-74.233,262671,15,0,0
640116,6866075,15,0,-128.47,393999,15,0,0
640116,6866075,15,0,-128.47,525327,15,0,0
640116,6866075,15,0,-182.707,656655,15,0,0
640141,6866075,16,0,34.1885,16,16,0,0
640141,6866075,16,0,-20.0396,131344,16,0,0
640141,6866075,16,0,-74.2677,262672,16,0,0
640141,6866075,16,0,-128.496,394000,16,0,0
640141,6866075,16,0,-128.496,525328,16,0,0
640141,6866075,16,0,-182.724,656656,16,0,0
640165,6866075,17,0,34.1331,17,17,0,0
640165,6866075,17,0,-20.0858,131345,17,0,0
640165,6866075,17,0,-74.3047,262673,17,0,0
640165,6866075,17,0,-128.524,394001,17,0,0
640165,6866075,17,0,-128.524,525329,17,0,0
640165,6866075,17,0,-182.742,656657,17,0,0
640190,6866075,18,0,34.0747,18,18,0,0
640190,6866075,18,0,-20.1344,131346,18,0,0
640190,6866075,18,0,-74.3435,262674,18,0,0
640190,6866075,18,0,-128.553,394002,18,0,0
640190,6866075,18,0,-128.553,525330,18,0,0
640190,6866075,18,0,-182.762,656658,18,0,0
640214,6866075,19,0,34.0136,19,19,0,0
640214,6866075,19,0,-20.1853,131347,19,0,0
640214,6866075,19,0,-74.3842,262675,19,0,0
640214,6866075,19,0,-128.583,394003,19,0,0
640214,6866075,19,0,-128.583,525331,19,0,0
640214,6866075,19,0,-182.782,656659,19,0,0
640239,6866075,20,0,33.9506,20,20,0,0
640239,6866075,20,0,-20.2378,131348,20,0,0
640239,6866075,20,0,-74.4262,262676,20,0,0
640239,6866075,20,0,-128.615,394004,20,0,0
640239,6866075,20,0,-128.615,525332,20,0,0
640239,6866075,20,0,-182.803,656660,20,0,0
640263,6866075,21,0,33.8838,21,21,0,0
640263,6866075,21,0,-20.2935,131349,21,0,0
640263,6866075,21,0,-74.4708,262677,21,0,0
640263,6866075,21,0,-128.648,394005,21,0,0
640263,6866075,21,0,-128.648,525333,21,0,0
640263,6866075,21,0,-182.825,656661,21,0,0
640288,6866075,22,0,33.814,22,22,0,0
640288,6866075,22,0,-20.3516,131350,22,0,0
640288,6866075,22,0,-74.5173,262678,22,0,0
640288,6866075,22,0,-128.683,394006,22,0,0
640288,6866075,22,0,-128.683,525334,22,0,0
640288,6866075,22,0,-182.849,656662,22,0,0
640312,6866075,23,0,33.7425,23,23,0,0
640312,6866075,23,0,-20.4112,131351,23,0,0
640312,6866075,23,0,-74.565,262679,23,0,0
640312,6866075,23,0,-128.719,394007,23,0,0
640312,6866075,23,0,-128.719,525335,23,0,0
640312,6866075,23,0,-182.872,656663,23,0,0
640336,6866075,24,0,33.6674,24,24,0,0
640336,6866075,24,0,-20.4738,131352,24,0,0
640336,6866075,24,0,-74.6151,262680,24,0,0
640336,6866075,24,0,-128.756,394008,24,0,0
640336,6866075,24,0,-128.756,525336,24,0,0
640336,6866075,24,0,-182.898,656664,24,0,0
640361,6866075,25,0,33.5904,25,25,0,0
640361,6866075,25,0,-20.538,131353,25,0,0
640361,6866075,25,0,-74.6665,262681,25,0,0
640361,6866075,25,0,-128.795,394009,25,0,0
640361,6866075,25,0,-128.795,525337,25,0,0
640361,6866075,25,0,-182.923,656665,25,0,0
640385,6866075,26,0,33.5114,26,26,0,0
640385,6866075,26,0,-20.6039,131354,26,0,0
640385,6866075,26,0,-74.7192,262682,26,0,0
640385,6866075,26,0,-128.834,394010,26,0,0
640385,6866075,26,0,-128.834,525338,26,0,0
640385,6866075,26,0,-182.95,656666,26,0,0
640410,6866075,27,0,33.4293,27,27,0,0
640410,6866075,27,0,-20.6722,131355,27,0,0
640410,6866075,27,0,-74.7738,262683,27,0,0
640410,6866075,27,0,-128.875,394011,27,0,0
640410,6866075,27,0,-128.875,525339,27,0,0
640410,6866075,27,0,-182.977,656667,27,0,0
640434,6866075,28,0,33.344,28,28,0,0
640434,6866075,28,0,-20.7433,131356,28,0,0
640434,6866075,28,0,-74.8306,262684,28,0,0
640434,6866075,28,0,-128.918,394012,28,0,0
640434,6866075,28,0,-128.918,525340,28,0,0
640434,6866075,28,0,-183.005,656668,28,0,0
640459,6866075,29,0,33.2571,29,29,0,0
640459,6866075,29,0,-20.8158,131357,29,0,0
640459,6866075,29,0,-74.8887,262685,29,0,0
640459,6866075,29,0,-128.962,394013,29,0,0
640459,6866075,29,0,-128.962,525341,29,0,0
640459,6866075,29,0,-183.034,656669,29,0,0
640483,6866075,30,0,33.1687,30,30,0,0
640483,6866075,30,0,-20.8895,131358,30,0,0
640483,6866075,30,0,-74.9476,262686,30,0,0
640483,6866075,30,0,-129.006,394014,30,0,0
640483,6866075,30,0,-129.006,525342,30,0,0
640483,6866075,30,0,-183.064,656670,30,0,0
640508,6866075,31,0,33.0781,31,31,0,0
640508,6866075,31,0,-20.9649,131359,31,0,0
640508,6866075,31,0,-75.0079,262687,31,0,0
640508,6866075,31,0,-129.051,394015,31,0,0
640508,6866075,31,0,-129.051,525343,31,0,0
640508,6866075,31,0,-183.094,656671,31,0,0
640532,6866075,32,0,32.9856,32,32,0,0
640532,6866075,32,0,-21.042,131360,32,0,0
640532,6866075,32,0,-75.0696,262688,32,0,0
640532,6866075,32,0,-129.097,394016,32,0,0
640532,6866075,32,0,-129.097,525344,32,0,0
640532,6866075,32,0,-183.125,656672,32,0,0
640557,6866075,33,0,32.8893,33,33,0,0
640557,6866075,33,0,-21.1223,131361,33,0,0
640557,6866075,33,0,-75.1338,262689,33,0,0
640557,6866075,33,0,-129.145,394017,33,0,0
640557,6866075,33,0,-129.145,525345,33,0,0
640557,6866075,33,0,-183.157,656673,33,0,0
640581,6866075,34,0,32.7903,34,34,0,0
640581,6866075,34,0,-21.2047,131362,34,0,0
640581,6866075,34,0,-75.1998,262690,34,0,0
640581,6866075,34,0,-129.195,394018,34,0,0
640581,6866075,34,0,-129.195,525346,34,0,0
640581,6866075,34,0,-183.19,656674,34,0,0
640606,6866075,35,0,32.6907,35,35,0,0
640606,6866075,35,0,-21.2877,131363,35,0,0
640606,6866075,35,0,-75.2662,262691,35,0,0
640606,6866075,35,0,-129.245,394019,35,0,0
640606,6866075,35,0,-129.245,525347,35,0,0
640606,6866075,35,0,-183.223,656675,35,0,0
640630,6866075,36,0,32.5902,36,36,0,0
640630,6866075,36,0,-21.3715,131364,36,0,0
640630,6866075,36,0,-75.3332,262692,36,0,0
640630,6866075,36,0,-129.295,394020,36,0,0
640630,6866075,36,0,-129.295,525348,36,0,0
640630,6866075,36,0,-183.257,656676,36,0,0
640655,6866075,37,0,32.4893,37,37,0,0
640655,6866075,37,0,-21.4556,131365,37,0,0
640655,6866075,37,0,-75.4004,262693,37,0,0
640655,6866075,37,0,-129.345,394021,37,0,0
640655,6866075,37,0,-129.345,525349,37,0,0
640655,6866075,37,0,-183.29,656677,37,0,0
640679,6866075,38,0,32.3844,38,38,0,0
640679,6866075,38,0,-21.543,131366,38,0,0
640679,6866075,38,0,-75.4705,262694,38,0,0
640679,6866075,38,0,-129.398,394022,38,0,0
640679,6866075,38,0,-129.398,525350,38,0,0
640679,6866075,38,0,-183.325,656678,38,0,0
640704,6866075,39,0,32.2751,39,39,0,0
640704,6866075,39,0,-21.6341,131367,39,0,0
640704,6866075,39,0,-75.5432,262695,39,0,0
640704,6866075,39,0,-129.452,394023,39,0,0
640704,6866075,39,0,-129.452,525351,39,0,0
640704,6866075,39,0,-183.362,656679,39,0,0
640728,6866075,40,0,32.1609,40,40,0,0
640728,6866075,40,0,-21.7292,131368,40,0,0
640728,6866075,40,0,-75.6193,262696,40,0,0
640728,6866075,40,0,-129.509,394024,40,0,0
640728,6866075,40,0,-129.509,525352,40,0,0
640728,6866075,40,0,-183.4,656680,40,0,0
640753,6866075,41,0,32.0421,41,41,0,0
640753,6866075,41,0,-21.8283,131369,41,0,0
640753,6866075,41,0,-75.6986,262697,41,0,0
640753,6866075,41,0,-129.569,394025,41,0,0
640753,6866075,41,0,-129.569,525353,41,0,0
640753,6866075,41,0,-183.439,656681,41,0,0
640777,6866075,42,0,31.9194,42,42,0,0
640777,6866075,42,0,-21.9306,131370,42,0,0
640777,6866075,42,0,-75.7805,262698,42,0,0
640777,6866075,42,0,-129.63,394026,42,0,0
640777,6866075,42,0,-129.63,525354,42,0,0
640777,6866075,42,0,-183.48,656682,42,0,0
640802,6866075,43,0,31.7892,43,43,0,0
640802,6866075,43,0,-22.039,131371,43,0,0
640802,6866075,43,0,-75.8672,262699,43,0,0
640802,6866075,43,0,-129.695,394027,43,0,0
640802,6866075,43,0,-129.695,525355,43,0,0
640802,6866075,43,0,-183.524,656683,43,0,0
640826,6866075,44,0,31.6479,44,44,0,0
640826,6866075,44,0,-22.1568,131372,44,0,0
640826,6866075,44,0,-75.9615,262700,44,0,0
640826,6866075,44,0,-129.766,394028,44,0,0
640826,6866075,44,0,-129.766,525356,44,0,0
640826,6866075,44,0,-183.571,656684,44,0,0
640851,6866075,45,0,31.49,45,45,0,0
640851,6866075,45,0,-22.2884,131373,45,0,0
640851,6866075,45,0,-76.0667,262701,45,0,0
640851,6866075,45,0,-129.845,394029,45,0,0
640851,6866075,45,0,-129.845,525357,45,0,0
640851,6866075,45,0,-183.623,656685,45,0,0
640875,6866075,46,0,31.3037,46,46,0,0
640875,6866075,46,0,-22.4436,131374,46,0,0
640875,6866075,46,0,-76.1909,262702,46,0,0
640875,6866075,46,0,-129.938,394030,46,0,0
640875,6866075,46,0,-129.938,525358,46,0,0
640875,6866075,46,0,-183.685,656686,46,0,0
640900,6866075,47,0,31.0708,47,47,0,0
640900,6866075,47,0,31.0708,131375,47,0,0
640900,6866075,47,0,31.0708,262703,47,8,1
640900,6866075,47,0,21.3863,394031,47,9,1
640900,6866075,47,0,6.09385,525359,47,10,1
640900,6866075,47,0,-1.00651,656687,47,11,1
640925,6866075,48,0,31.2003,48,48,0,0
640925,6866075,48,0,31.2003,131376,48,0,0
640925,6866075,48,0,31.2003,262704,48,8,1
640925,6866075,48,0,21.4798,394032,48,9,1
640925,6866075,48,0,5.96317,525360,48,10,1
640925,6866075,48,0,-1.2912,656688,48,11,1
640950,6866075,49,0,31.3392,49,49,0,0
640950,6866075,49,0,31.3392,131377,49,0,0
640950,6866075,49,0,31.3392,262705,49,8,1
640950,6866075,49,0,21.575,394033,49,9,1
640950,6866075,49,0,5.83542,525361,49,10,1
640950,6866075,49,0,-1.578,656689,49,11,1
640975,6866075,50,0,31.4876,50,50,0,0
640975,6866075,50,0,31.4876,131378,50,0,0
640975,6866075,50,0,31.4876,262706,50,0,0
640975,6866075,50,0,21.6714,394034,50,0,0
640975,6866075,50,0,5.7105,525362,50,0,0
640975,6866075,50,0,-1.8667,656690,50,0,0
640999,6866075,51,0,31.7388,51,51,0,0
640999,6866075,51,0,-22.081,131379,51,0,0
640999,6866075,51,0,-75.9008,262707,51,0,0
640999,6866075,51,0,-129.721,394035,51,0,0
640999,6866075,51,0,-129.721,525363,51,0,0
640999,6866075,51,0,-183.54,656691,51,0,0
641024,6866075,52,0,31.9497,52,52,0,0
641024,6866075,52,0,-21.9052,131380,52,0,0
641024,6866075,52,0,-75.7602,262708,52,0,0
641024,6866075,52,0,-129.615,394036,52,0,0
641024,6866075,52,0,-129.615,525364,52,0,0
641024,6866075,52,0,-183.47,656692,52,0,0
641049,6866075,53,0,32.1528,53,53,0,0
641049,6866075,53,0,-21.736,131381,53,0,0
641049,6866075,53,0,-75.6248,262709,53,0,0
641049,6866075,53,0,-129.514,394037,53,0,0
641049,6866075,53,0,-129.514,525365,53,0,0
641049,6866075,53,0,-183.402,656693,53,0,0
641074,6866075,54,0,32.3601,54,54,0,0
641074,6866075,54,0,-21.5632,131382,54,0,0
641074,6866075,54,0,-75.4865,262710,54,0,0
641074,6866075,54,0,-129.41,394038,54,0,0
641074,6866075,54,0,-129.41,525366,54,0,0
641074,6866075,54,0,-183.333,656694,54,0,0
641099,6866075,55,0,32.5776,55,55,0,0
641099,6866075,55,0,-21.3821,131383,55,0,0
641099,6866075,55,0,-75.3417,262711,55,0,0
641099,6866075,55,0,-129.301,394039,55,0,0
641099,6866075,55,0,-129.301,525367,55,0,0
641099,6866075,55,0,-183.261,656695,55,0,0
641124,6866075,56,0,32.809,56,56,0,0
641124,6866075,56,0,-21.1892,131384,56,0,0
641124,6866075,56,0,-75.1874,262712,56,0,0
641124,6866075,56,0,-129.186,394040,56,0,0
641124,6866075,56,0,-129.186,525368,56,0,0
641124,6866075,56,0,-183.184,656696,56,0,0
641149,6866075,57,0,33.0611,57,57,0,0
641149,6866075,57,0,-20.979,131385,57,0,0
641149,6866075,57,0,-75.0192,262713,57,0,0
641149,6866075,57,0,-129.059,394041,57,0,0
641149,6866075,57,0,-129.059,525369,57,0,0
641149,6866075,57,0,-183.1,656697,57,0,0
641174,6866075,58,0,33.3484,58,58,0,0
641174,6866075,58,0,-20.7397,131386,58,0,0
641174,6866075,58,0,-74.8277,262714,58,0,0
641174,6866075,58,0,-128.916,394042,58,0,0
641174,6866075,58,0,-128.916,525370,58,0,0
641174,6866075,58,0,-183.004,656698,58,0,0
641199,6866075,59,0,33.7058,59,59,0,0
641199,6866075,59,0,-20.4419,131387,59,0,0
641199,6866075,59,0,-74.5895,262715,59,0,0
641199,6866075,59,0,-128.737,394043,59,0,0
641199,6866075,59,0,-128.737,525371,59,0,0
641199,6866075,59,0,-182.885,656699,59,0,0
641224,6866075,60,0,34.0607,60,60,0,0
641224,6866075,60,0,-20.146,131388,60,0,0
641224,6866075,60,0,-74.3528,262716,60,0,0
641224,6866075,60,0,-128.56,394044,60,0,0
641224,6866075,60,0,-128.56,525372,60,0,0
641224,6866075,60,0,-182.766,656700,60,0,0
641249,6866075,61,0,34.4124,61,61,0,0
641249,6866075,61,0,-19.853,131389,61,0,0
641249,6866075,61,0,-74.1184,262717,61,0,0
641249,6866075,61,0,-128.384,394045,61,0,0
641249,6866075,61,0,-128.384,525373,61,0,0
641249,6866075,61,0,-182.649,656701,61,0,0
641273,6866075,62,0,34.7705,62,62,0,0
641273,6866075,62,0,-19.5546,131390,62,0,0
641273,6866075,62,0,-73.8797,262718,62,0,0
641273,6866075,62,0,-128.205,394046,62,0,0
641273,6866075,62,0,-128.205,525374,62,0,0
641273,6866075,62,0,-182.53,656702,62,0,0
641298,6866075,63,0,35.1455,63,63,0,0
641298,6866075,63,0,-19.2421,131391,63,0,0
641298,6866075,63,0,-73.6296,262719,63,0,0
641298,6866075,63,0,-128.017,394047,63,0,0
641298,6866075,63,0,-128.017,525375,63,0,0
641298,6866075,63,0,-182.405,656703,63,0,0
641323,6866075,64,0,35.5471,64,64,0,0
641323,6866075,64,0,-18.9074,131392,64,0,0
641323,6866075,64,0,-73.3619,262720,64,0,0
641323,6866075,64,0,-127.816,394048,64,0,0
641323,6866075,64,0,-127.816,525376,64,0,0
641323,6866075,64,0,-182.271,656704,64,0,0
641348,6866075,65,0,35.9864,65,65,0,0
641348,6866075,65,0,-18.5413,131393,65,0,0
641348,6866075,65,0,-73.0691,262721,65,0,0
641348,6866075,65,0,-127.597,394049,65,0,0
641348,6866075,65,0,-127.597,525377,65,0,0
641348,6866075,65,0,-182.125,656705,65,0,0
641373,6866075,66,0,36.4713,66,66,0,0
641373,6866075,66,0,-18.1373,131394,66,0,0
641373,6866075,66,0,-72.7459,262722,66,0,0
641373,6866075,66,0,-127.354,394050,66,0,0
641373,6866075,66,0,-127.354,525378,66,0,0
641373,6866075,66,0,-181.963,656706,66,0,0
641398,6866075,67,0,36.9716,67,67,0,0
641398,6866075,67,0,-17.7203,131395,67,0,0
641398,6866075,67,0,-72.4123,262723,67,0,0
641398,6866075,67,0,-127.104,394051,67,0,0
641398,6866075,67,0,-127.104,525379,67,0,0
641398,6866075,67,0,-181.796,656707,67,0,0
641423,6866075,68,0,37.4775,68,68,0,0
641423,6866075,68,0,-17.2988,131396,68,0,0
641423,6866075,68,0,-72.0751,262724,68,0,0
641423,6866075,68,0,-126.851,394052,68,0,0
641423,6866075,68,0,-126.851,525380,68,0,0
641423,6866075,68,0,-181.628,656708,68,0,0
641448,6866075,69,0,37.9927,69,69,0,0
641448,6866075,69,0,-16.8695,131397,69,0,0
641448,6866075,69,0,-71.7316,262725,69,0,0
641448,6866075,69,0,-126.594,394053,69,0,0
641448,6866075,69,0,-126.594,525381,69,0,0
641448,6866075,69,0,-181.456,656709,69,0,0
641473,6866075,70,0,38.5224,70,70,0,0
641473,6866075,70,0,-16.428,131398,70,0,0
641473,6866075,70,0,-71.3784,262726,70,0,0
641473,6866075,70,0,-126.329,394054,70,0,0
641473,6866075,70,0,-126.329,525382,70,0,0
641473,6866075,70,0,-181.279,656710,70,0,0
641498,6866075,71,0,39.0736,71,71,0,0
641498,6866075,71,0,-15.9686,131399,71,0,0
641498,6866075,71,0,-71.0109,262727,71,0,0
641498,6866075,71,0,-126.053,394055,71,0,0
641498,6866075,71,0,-126.053,525383,71,0,0
641498,6866075,71,0,-181.095,656711,71,0,0
641523,6866075,72,0,39.6515,72,72,0,0
641523,6866075,72,0,-15.4871,131400,72,0,0
641523,6866075,72,0,-70.6257,262728,72,0,0
641523,6866075,72,0,-125.764,394056,72,0,0
641523,6866075,72,0,-125.764,525384,72,0,0
641523,6866075,72,0,-180.903,656712,72,0,0
641548,6866075,73,0,40.2564,73,73,0,0
641548,6866075,73,0,-14.983,131401,73,0,0
641548,6866075,73,0,-70.2225,262729,73,0,0
641548,6866075,73,0,-125.462,394057,73,0,0
641548,6866075,73,0,-125.462,525385,73,0,0
641548,6866075,73,0,-180.701,656713,73,0,0
641572,6866075,74,0,40.8748,74,74,0,0
641572,6866075,74,0,-14.4677,131402,74,0,0
641572,6866075,74,0,-69.8101,262730,74,0,0
641572,6866075,74,0,-125.153,394058,74,0,0
641572,6866075,74,0,-125.153,525386,74,0,0
641572,6866075,74,0,-180.495,656714,74,0,0
641597,6866075,75,0,41.4997,75,75,0,0
641597,6866075,75,0,-13.9469,131403,75,0,0
641597,6866075,75,0,-69.3936,262731,75,0,0
641597,6866075,75,0,-124.84,394059,75,0,0
641597,6866075,75,0,-124.84,525387,75,0,0
641597,6866075,75,0,-180.287,656715,75,0,0
641622,6866075,76,0,42.1284,76,76,0,0
641622,6866075,76,0,-13.423,131404,76,0,0
641622,6866075,76,0,-68.9744,262732,76,0,0
641622,6866075,76,0,-124.526,394060,76,0,0
641622,6866075,76,0,-124.526,525388,76,0,0
641622,6866075,76,0,-180.077,656716,76,0,0
641647,6866075,77,0,42.7647,77,77,0,0
641647,6866075,77,0,-12.8927,131405,77,0,0
641647,6866075,77,0,-68.5502,262733,77,0,0
641647,6866075,77,0,-124.208,394061,77,0,0
641647,6866075,77,0,-124.208,525389,77,0,0
641647,6866075,77,0,-179.865,656717,77,0,0
641672,6866075,78,0,43.4101,78,78,0,0
641672,6866075,78,0,-12.3549,131406,78,0,0
641672,6866075,78,0,-68.1199,262734,78,0,0
641672,6866075,78,0,-123.885,394062,78,0,0
641672,6866075,78,0,-123.885,525390,78,0,0
641672,6866075,78,0,-179.65,656718,78,0,0
641697,6866075,79,0,44.0668,79,79,0,0
641697,6866075,79,0,-11.8077,131407,79,0,0
641697,6866075,79,0,-67.6822,262735,79,0,0
641697,6866075,79,0,-123.557,394063,79,0,0
641697,6866075,79,0,-123.557,525391,79,0,0
641697,6866075,79,0,-179.431,656719,79,0,0
641722,6866075,80,0,44.7333,80,80,0,0
641722,6866075,80,0,-11.2523,131408,80,0,0
641722,6866075,80,0,-67.2378,262736,80,0,0
641722,6866075,80,0,-123.223,394064,80,0,0
641722,6866075,80,0,-123.223,525392,80,0,0
641722,6866075,80,0,-179.209,656720,80,0,0
641747,6866075,81,0,45.4035,81,81,0,0
641747,6866075,81,0,-10.6937,131409,81,0,0
641747,6866075,81,0,-66.7909,262737,81,0,0
641747,6866075,81,0,-122.888,394065,81,0,0
641747,6866075,81,0,-122.888,525393,81,0,0
641747,6866075,81,0,-178.985,656721,81,0,0
641772,6866075,82,0,46.0728,82,82,0,0
641772,6866075,82,0,-10.136,131410,82,0,0
641772,6866075,82,0,-66.3448,262738,82,0,0
641772,6866075,82,0,-122.554,394066,82,0,0
641772,6866075,82,0,-122.554,525394,82,0,0
641772,6866075,82,0,-178.762,656722,82,0,0
641797,6866075,83,0,46.7386,83,83,0,0
641797,6866075,83,0,-9.58122,131411,83,0,0
641797,6866075,83,0,-65.901,262739,83,0,0
641797,6866075,83,0,-122.221,394067,83,0,0
641797,6866075,83,0,-122.221,525395,83,0,0
641797,6866075,83,0,-178.541,656723,83,0,0
641822,6866075,84,0,47.4004,84,84,0,0
641822,6866075,84,0,-9.02968,131412,84,0,0
641822,6866075,84,0,-65.4598,262740,84,0,0
641822,6866075,84,0,-121.89,394068,84,0,0
641822,6866075,84,0,-121.89,525396,84,0,0
641822,6866075,84,0,-178.32,656724,84,0,0
